seqName	alignmentAssignedSegment	diamondAssignedSegment	total_length	weighted_identity_sum	n_hits	composite_score
LOC_000C73X.1	h3n2	h1n1pdm	757	1113547.0	1	1471.0
LOC_000C74V.1	h3n2	h1n1pdm	757	1112033.0	1	1469.0
LOC_000C75T.1	h3n2	h1n1pdm	757	1114304.0	1	1472.0
LOC_000C76R.1	h3n2	h1n1pdm	757	1114304.0	1	1472.0
LOC_000C77P.1	h3n2	h1n1pdm	757	1114304.0	1	1472.0
LOC_000C78M.1	h3n2	h1n1pdm	757	1112033.0	1	1469.0
LOC_000C79K.1	h3n2	h1n1pdm	757	1114304.0	1	1472.0
LOC_000C7AH.1	h3n2	h1n1pdm	757	1112033.0	1	1469.0
LOC_000C802.1	h3n2	h1n1pdm	757	1107491.0	1	1463.0
LOC_000C810.1	h3n2	h1n1pdm	757	1109762.0	1	1466.0
LOC_000C82Y.1	h3n2	h1n1pdm	757	1115061.0	1	1473.0
LOC_000C83W.1	h3n2	h1n1pdm	757	1114304.0	1	1472.0
LOC_000C84U.1	h3n2	h1n1pdm	757	1114304.0	1	1472.0
LOC_000C85S.1	h3n2	h1n1pdm	757	1112033.0	1	1469.0
LOC_000C86Q.1	h3n2	h1n1pdm	757	1110519.0	1	1467.0
LOC_000C87N.1	h3n2	h1n1pdm	757	1114304.0	1	1472.0
LOC_000C88L.1	h3n2	h1n1pdm	757	1114304.0	1	1472.0
LOC_000C89J.1	h3n2	h1n1pdm	757	1114304.0	1	1472.0
LOC_000C8AG.1	h3n2	h1n1pdm	757	1106734.0	1	1462.0
LOC_000CBF3.1	h3n2	h1n1pdm	757	1114304.0	1	1472.0
LOC_000CBHY.1	h3n2	h1n1pdm	757	1112790.0	1	1470.0
LOC_000CBJW.1	h3n2	h1n1pdm	757	1112033.0	1	1469.0
LOC_000CBKU.1	h3n2	h1n1pdm	757	1110519.0	1	1467.0
LOC_000CD0X.1	h3n2	h1n1pdm	757	1115818.0	1	1474.0
LOC_000CD9D.1	h3n2	h1n1pdm	757	1112790.0	1	1470.0
LOC_000CDAB.1	h3n2	h1n1pdm	757	1114304.0	1	1472.0
LOC_000CDB9.1	h3n2	h1n1pdm	757	1114304.0	1	1472.0
LOC_000CDC7.1	h3n2	h1n1pdm	757	1112790.0	1	1470.0
LOC_000CDD5.1	h3n2	h1n1pdm	757	1114304.0	1	1472.0
LOC_000CDE3.1	h3n2	h1n1pdm	757	1114304.0	1	1472.0
LOC_000CDF1.1	h3n2	h1n1pdm	757	1112790.0	1	1470.0
LOC_000CDGZ.1	h3n2	h1n1pdm	757	1106734.0	1	1462.0
LOC_000CDHW.1	h3n2	h1n1pdm	757	1114304.0	1	1472.0
LOC_000CDJU.1	h3n2	h1n1pdm	757	1114304.0	1	1472.0
LOC_000CDKS.1	h3n2	h1n1pdm	757	1114304.0	1	1472.0
LOC_000CDLQ.1	h3n2	h1n1pdm	757	1109762.0	1	1466.0
LOC_000CDMN.1	h3n2	h1n1pdm	757	1114304.0	1	1472.0
LOC_000CDNL.1	h3n2	h1n1pdm	756	1112076.0	1	1471.0
LOC_000CDPJ.1	h3n2	h1n1pdm	757	1114304.0	1	1472.0
LOC_000CDQG.1	h3n2	h1n1pdm	757	1116575.0	1	1475.0
LOC_000CDRE.1	h3n2	h1n1pdm	757	1114304.0	1	1472.0
LOC_000CDSC.1	h3n2	h1n1pdm	757	1114304.0	1	1472.0
LOC_000CDTA.1	h3n2	h1n1pdm	757	1114304.0	1	1472.0
LOC_000CDU8.1	h3n2	h1n1pdm	757	1115061.0	1	1473.0
LOC_000CDV6.1	h3n2	h1n1pdm	757	1114304.0	1	1472.0
LOC_000CDW4.1	h3n2	h1n1pdm	757	1114304.0	1	1472.0
LOC_000CDX2.1	h3n2	h1n1pdm	757	1114304.0	1	1472.0
LOC_000CDY0.1	h3n2	h1n1pdm	757	1114304.0	1	1472.0
LOC_000CDZY.1	h3n2	h1n1pdm	757	1115061.0	1	1473.0
LOC_000CE0W.1	h3n2	h1n1pdm	757	1114304.0	1	1472.0
LOC_000CE1U.1	h3n2	h1n1pdm	757	1112790.0	1	1470.0
LOC_000CE2S.1	h3n2	h1n1pdm	757	1114304.0	1	1472.0
LOC_000CE3Q.1	h3n2	h1n1pdm	757	1114304.0	1	1472.0
LOC_000CE4N.1	h3n2	h1n1pdm	757	1114304.0	1	1472.0
LOC_000CG4L.1	h3n2	h1n1pdm	757	1112790.0	1	1470.0
LOC_000CGRB.1	h3n2	h1n1pdm	757	1115818.0	1	1474.0
LOC_000CGS9.1	h3n2	h1n1pdm	757	1114304.0	1	1472.0
LOC_000CGT7.1	h3n2	h1n1pdm	757	1112033.0	1	1469.0
LOC_000CGU5.1	h3n2	h1n1pdm	757	1114304.0	1	1472.0
LOC_000CGV3.1	h3n2	h1n1pdm	757	1114304.0	1	1472.0
LOC_000CGW1.1	h3n2	h1n1pdm	757	1114304.0	1	1472.0
LOC_000CGXZ.1	h3n2	h1n1pdm	757	1116575.0	1	1475.0
LOC_000CGYX.1	h3n2	h1n1pdm	757	1116575.0	1	1475.0
LOC_000CGZV.1	h3n2	h1n1pdm	757	1114304.0	1	1472.0
LOC_000CH0T.1	h3n2	h1n1pdm	757	1114304.0	1	1472.0
LOC_000CL1N.1	h3n2	h1n1pdm	757	1114304.0	1	1472.0
LOC_000CL2L.1	h3n2	h1n1pdm	757	1114304.0	1	1472.0
LOC_000CPCX.1	h3n2	h1n1pdm	757	1114304.0	1	1472.0
LOC_000CPDV.1	h3n2	h1n1pdm	757	1114304.0	1	1472.0
LOC_000CPET.1	h3n2	h1n1pdm	757	1114304.0	1	1472.0
LOC_000CPFR.1	h3n2	h1n1pdm	757	1112033.0	1	1469.0
LOC_000CPGP.1	h3n2	h1n1pdm	757	1114304.0	1	1472.0
LOC_000CPHL.1	h3n2	h1n1pdm	757	1116575.0	1	1475.0
LOC_000CPJJ.1	h3n2	h1n1pdm	757	1116575.0	1	1475.0
LOC_000CPKG.1	h3n2	h1n1pdm	757	1116575.0	1	1475.0
LOC_000CPLE.1	h3n2	h1n1pdm	757	1116575.0	1	1475.0
LOC_000CPMC.1	h3n2	h1n1pdm	757	1116575.0	1	1475.0
LOC_000CPNA.1	h3n2	h1n1pdm	757	1113547.0	1	1471.0
LOC_000CPP8.1	h3n2	h1n1pdm	757	1114304.0	1	1472.0
LOC_000CPQ6.1	h3n2	h1n1pdm	757	1116575.0	1	1475.0
LOC_000CPR4.1	h3n2	h1n1pdm	757	1115818.0	1	1474.0
LOC_000CPS2.1	h3n2	h1n1pdm	757	1115818.0	1	1474.0
LOC_000CPT0.1	h3n2	h1n1pdm	757	1116575.0	1	1475.0
LOC_000CPUY.1	h3n2	h1n1pdm	757	1116575.0	1	1475.0
LOC_000CPVW.1	h3n2	h1n1pdm	757	1115061.0	1	1473.0
LOC_000CPWU.1	h3n2	h1n1pdm	757	1115061.0	1	1473.0
LOC_000CPXS.1	h3n2	h1n1pdm	757	1115818.0	1	1474.0
LOC_000CPYQ.1	h3n2	h1n1pdm	757	1115818.0	1	1474.0
LOC_000CPZN.1	h3n2	h1n1pdm	757	1116575.0	1	1475.0
LOC_000CQ0L.1	h3n2	h1n1pdm	757	1117332.0	1	1476.0
LOC_000CQ1J.1	h3n2	h1n1pdm	757	1114304.0	1	1472.0
LOC_000CQ2G.1	h3n2	h1n1pdm	757	1116575.0	1	1475.0
LOC_000CQ3E.1	h3n2	h1n1pdm	757	1116575.0	1	1475.0
LOC_000CQ4C.1	h3n2	h1n1pdm	757	1115818.0	1	1474.0
LOC_000CQ5A.1	h3n2	h1n1pdm	757	1117332.0	1	1476.0
LOC_000CQ68.1	h3n2	h1n1pdm	757	1116575.0	1	1475.0
LOC_000CQ76.1	h3n2	h1n1pdm	757	1116575.0	1	1475.0
LOC_000CQ84.1	h3n2	h1n1pdm	757	1115818.0	1	1474.0
LOC_000CQ92.1	h3n2	h1n1pdm	757	1116575.0	1	1475.0
LOC_000CQA0.1	h3n2	h1n1pdm	757	1116575.0	1	1475.0
LOC_000CQBY.1	h3n2	h1n1pdm	757	1116575.0	1	1475.0
LOC_000CQCW.1	h3n2	h1n1pdm	757	1116575.0	1	1475.0
LOC_000CQDU.1	h3n2	h1n1pdm	757	1116575.0	1	1475.0
LOC_000CQES.1	h3n2	h1n1pdm	757	1116575.0	1	1475.0
LOC_000CQFQ.1	h3n2	h1n1pdm	757	1115818.0	1	1474.0
LOC_000CQGN.1	h3n2	h1n1pdm	757	1116575.0	1	1475.0
LOC_000CQHK.1	h3n2	h1n1pdm	757	1113547.0	1	1471.0
LOC_000CQJH.1	h3n2	h1n1pdm	757	1116575.0	1	1475.0
LOC_000CQKF.1	h3n2	h1n1pdm	757	1116575.0	1	1475.0
LOC_000CQLD.1	h3n2	h1n1pdm	757	1115818.0	1	1474.0
LOC_000CQMB.1	h3n2	h1n1pdm	757	1116575.0	1	1475.0
LOC_000CQN9.1	h3n2	h1n1pdm	757	1116575.0	1	1475.0
LOC_000CQP7.1	h3n2	h1n1pdm	757	1117332.0	1	1476.0
LOC_000CQQ5.1	h3n2	h1n1pdm	757	1115818.0	1	1474.0
LOC_000CQR3.1	h3n2	h1n1pdm	757	1116575.0	1	1475.0
LOC_000CQS1.1	h3n2	h1n1pdm	757	1115818.0	1	1474.0
LOC_000CQTZ.1	h3n2	h1n1pdm	757	1115818.0	1	1474.0
LOC_000CQUX.1	h3n2	h1n1pdm	757	1116575.0	1	1475.0
LOC_000CQVV.1	h3n2	h1n1pdm	757	1115818.0	1	1474.0
LOC_000CQWT.1	h3n2	h1n1pdm	757	1116575.0	1	1475.0
LOC_000CQXR.1	h3n2	h1n1pdm	757	1115061.0	1	1473.0
LOC_000CQYP.1	h3n2	h1n1pdm	757	1116575.0	1	1475.0
LOC_000CQZM.1	h3n2	h1n1pdm	757	1115818.0	1	1474.0
LOC_000CR0K.1	h3n2	h1n1pdm	757	1116575.0	1	1475.0
LOC_000CR1H.1	h3n2	h1n1pdm	757	1116575.0	1	1475.0
LOC_000CR2F.1	h3n2	h1n1pdm	757	1113547.0	1	1471.0
LOC_000CR3D.1	h3n2	h1n1pdm	757	1116575.0	1	1475.0
LOC_000CR4B.1	h3n2	h1n1pdm	757	1115818.0	1	1474.0
LOC_000CR59.1	h3n2	h1n1pdm	757	1116575.0	1	1475.0
LOC_000CR67.1	h3n2	h1n1pdm	757	1116575.0	1	1475.0
LOC_000CR75.1	h3n2	h1n1pdm	757	1116575.0	1	1475.0
LOC_000CR83.1	h3n2	h1n1pdm	757	1114304.0	1	1472.0
LOC_000CR91.1	h3n2	h1n1pdm	757	1116575.0	1	1475.0
LOC_000CRAZ.1	h3n2	h1n1pdm	757	1116575.0	1	1475.0
LOC_000CRBX.1	h3n2	h1n1pdm	757	1115818.0	1	1474.0
LOC_000CV39.1	h2n2	h1n1	756	1091664.0	1	1444.0
LOC_000CV47.1	h2n2	h1n1pdm	757	1108248.0	1	1464.0
LOC_000CVVQ.1	h3n2	h1n1pdm	757	1116575.0	1	1475.0
LOC_000CVWN.1	h3n2	h1n1pdm	757	1115818.0	1	1474.0
LOC_000CVXL.1	h3n2	h1n1pdm	757	1115818.0	1	1474.0
LOC_000CVYJ.1	h3n2	h1n1pdm	757	1116575.0	1	1475.0
LOC_000CVZG.1	h3n2	h1n1pdm	757	1115818.0	1	1474.0
LOC_000CW0E.1	h3n2	h1n1pdm	757	1115818.0	1	1474.0
LOC_000CW1C.1	h3n2	h1n1pdm	757	1116575.0	1	1475.0
LOC_000CW2A.1	h3n2	h1n1pdm	757	1117332.0	1	1476.0
LOC_000CW38.1	h3n2	h1n1pdm	757	1116575.0	1	1475.0
LOC_000CW46.1	h3n2	h1n1pdm	757	1116575.0	1	1475.0
LOC_000CW54.1	h3n2	h1n1pdm	757	1115818.0	1	1474.0
LOC_000CW62.1	h3n2	h1n1pdm	757	1115818.0	1	1474.0
LOC_000CW70.1	h3n2	h1n1pdm	757	1116575.0	1	1475.0
LOC_000CW8Y.1	h3n2	h1n1pdm	757	1115061.0	1	1473.0
LOC_000CW9W.1	h3n2	h1n1pdm	757	1116575.0	1	1475.0
LOC_000CWAU.1	h3n2	h1n1pdm	757	1115818.0	1	1474.0
LOC_000CWBS.1	h3n2	h1n1pdm	757	1116575.0	1	1475.0
LOC_000CWCQ.1	h3n2	h1n1pdm	757	1116575.0	1	1475.0
LOC_000CWDN.1	h3n2	h1n1pdm	757	1115061.0	1	1473.0
LOC_000CWEL.1	h3n2	h1n1pdm	757	1115818.0	1	1474.0
LOC_000CWWM.1	h3n2	h1n1pdm	757	1115818.0	1	1474.0
LOC_000CWXK.1	h3n2	h1n1pdm	757	1115818.0	1	1474.0
LOC_000CYJ9.1	h3n2	h1n1pdm	757	1116575.0	1	1475.0
LOC_000CYK7.1	h3n2	h1n1pdm	757	1117332.0	1	1476.0
LOC_000CYL5.1	h3n2	h1n1pdm	757	1116575.0	1	1475.0
LOC_000CZ19.1	h3n2	h1n1pdm	757	1115818.0	1	1474.0
LOC_000CZ27.1	h3n2	h1n1pdm	757	1115818.0	1	1474.0
LOC_000CZ6Z.1	h3n2	h1n1pdm	757	1114304.0	1	1472.0
LOC_000CZ7X.1	h3n2	h1n1pdm	757	1116575.0	1	1475.0
LOC_000CZ8V.1	h3n2	h1n1pdm	757	1115818.0	1	1474.0
LOC_000CZAR.1	h3n2	h1n1pdm	757	1116575.0	1	1475.0
LOC_000CZCM.1	h3n2	h1n1pdm	757	1116575.0	1	1475.0
LOC_000D008.1	h3n2	h1n1pdm	757	1116575.0	1	1475.0
LOC_000D016.1	h3n2	h1n1pdm	757	1114304.0	1	1472.0
LOC_000D0UK.1	h3n2	h1n1pdm	757	1114304.0	1	1472.0
LOC_000D0VH.1	h3n2	h1n1pdm	757	1114304.0	1	1472.0
LOC_000D0WF.1	h3n2	h1n1pdm	757	1114304.0	1	1472.0
LOC_000D0XD.1	h3n2	h1n1pdm	757	1112790.0	1	1470.0
LOC_000D0YB.1	h3n2	h1n1pdm	757	1114304.0	1	1472.0
LOC_000D0Z9.1	h3n2	h1n1pdm	757	1114304.0	1	1472.0
LOC_000D107.1	h3n2	h1n1pdm	757	1114304.0	1	1472.0
LOC_000D123.1	h3n2	h1n1pdm	757	1110519.0	1	1467.0
LOC_000D14Z.1	h3n2	h1n1pdm	757	1114304.0	1	1472.0
LOC_000D16V.1	h3n2	h1n1pdm	757	1112790.0	1	1470.0
LOC_000D17T.1	h3n2	h1n1pdm	757	1114304.0	1	1472.0
LOC_000D18R.1	h3n2	h1n1pdm	757	1114304.0	1	1472.0
LOC_000D1AM.1	h3n2	h1n1pdm	757	1113547.0	1	1471.0
LOC_000D1CH.1	h3n2	h1n1pdm	757	1114304.0	1	1472.0
LOC_000D1J4.1	h3n2	h1n1pdm	757	1116575.0	1	1475.0
LOC_000D1K2.1	h3n2	h1n1pdm	757	1116575.0	1	1475.0
LOC_000D1L0.1	h3n2	h1n1pdm	757	1114304.0	1	1472.0
LOC_000D1MY.1	h3n2	h1n1pdm	757	1114304.0	1	1472.0
LOC_000D1NW.1	h3n2	h1n1pdm	757	1116575.0	1	1475.0
LOC_000D1PU.1	h3n2	h1n1pdm	757	1116575.0	1	1475.0
LOC_000D1QS.1	h3n2	h1n1pdm	757	1116575.0	1	1475.0
LOC_000D1RQ.1	h3n2	h1n1pdm	757	1116575.0	1	1475.0
LOC_000D1SN.1	h3n2	h1n1pdm	757	1115818.0	1	1474.0
LOC_000D3MW.1	h3n2	h1n1pdm	757	1115818.0	1	1474.0
LOC_000D3NU.1	h3n2	h1n1pdm	757	1118089.0	1	1477.0
LOC_000D3PS.1	h3n2	h1n1pdm	757	1114304.0	1	1472.0
LOC_000D3QQ.1	h3n2	h1n1pdm	757	1115818.0	1	1474.0
LOC_000D3RN.1	h3n2	h1n1pdm	757	1116575.0	1	1475.0
LOC_000D3SL.1	h3n2	h1n1pdm	757	1116575.0	1	1475.0
LOC_000D3TJ.1	h3n2	h1n1pdm	757	1116575.0	1	1475.0
LOC_000D3UG.1	h3n2	h1n1pdm	757	1116575.0	1	1475.0
LOC_000D3VE.1	h3n2	h1n1pdm	757	1116575.0	1	1475.0
LOC_000D3WC.1	h3n2	h1n1pdm	757	1117332.0	1	1476.0
LOC_000D3XA.1	h3n2	h1n1pdm	757	1116575.0	1	1475.0
LOC_000D67N.1	h3n2	h1n1pdm	757	1113547.0	1	1471.0
LOC_000D6DA.1	h3n2	h1n1pdm	757	1116575.0	1	1475.0
LOC_000D9HY.1	h3n2	h1n1pdm	757	1117332.0	1	1476.0
LOC_000DATB.1	h3n2	h1n1pdm	757	1112033.0	1	1469.0
LOC_000DCGY.1	h3n2	h1n1pdm	757	1115061.0	1	1473.0
LOC_000DCMM.1	h3n2	h1n1pdm	757	1115818.0	1	1474.0
LOC_000DCPH.1	h3n2	h1n1pdm	757	1114304.0	1	1472.0
LOC_000DCW3.1	h3n2	h1n1pdm	757	1115818.0	1	1474.0
LOC_000DCX1.1	h3n2	h1n1pdm	757	1114304.0	1	1472.0
LOC_000DCZX.1	h3n2	h1n1pdm	757	1115818.0	1	1474.0
LOC_000DDC5.1	h3n2	h1n1pdm	757	1113547.0	1	1471.0
LOC_000DDD3.1	h3n2	h1n1pdm	757	1116575.0	1	1475.0
LOC_000DDE1.1	h3n2	h1n1pdm	757	1115061.0	1	1473.0
LOC_000DDFZ.1	h3n2	h1n1pdm	757	1116575.0	1	1475.0
LOC_000DDGX.1	h3n2	h1n1pdm	757	1114304.0	1	1472.0
LOC_000DDJS.1	h3n2	h1n1pdm	757	1115818.0	1	1474.0
LOC_000DEV3.1	h3n2	h1n1pdm	757	1113547.0	1	1471.0
LOC_000DZ33.1	h3n2	h1n1pdm	757	1114304.0	1	1472.0
LOC_000DZ41.1	h3n2	h1n1pdm	757	1112033.0	1	1469.0
LOC_000E2NT.1	h2n2	h1n1pdm	757	1098407.0	1	1451.0
LOC_000E6G2.1	h3n2	h1n1pdm	757	1113547.0	1	1471.0
LOC_000E6NP.1	h3n2	h1n1pdm	757	1114304.0	1	1472.0
LOC_000E6TD.1	h3n2	h1n1pdm	757	1117332.0	1	1476.0
LOC_000E7SE.1	h3n2	h1n1pdm	757	1112033.0	1	1469.0
LOC_000E7TC.1	h3n2	h1n1pdm	757	1112790.0	1	1470.0
LOC_000E7UA.1	h3n2	h1n1pdm	757	1114304.0	1	1472.0
LOC_000E7V8.1	h3n2	h1n1pdm	757	1114304.0	1	1472.0
LOC_000E7W6.1	h3n2	h1n1pdm	757	1114304.0	1	1472.0
LOC_000E7X4.1	h3n2	h1n1pdm	757	1112033.0	1	1469.0
LOC_000E8SD.1	h3n2	h1n1pdm	757	1116575.0	1	1475.0
LOC_000E8TB.1	h3n2	h1n1pdm	757	1116575.0	1	1475.0
LOC_000E8U9.1	h3n2	h1n1pdm	757	1114304.0	1	1472.0
LOC_000E8V7.1	h3n2	h1n1pdm	757	1116575.0	1	1475.0
LOC_000E8W5.1	h3n2	h1n1pdm	757	1116575.0	1	1475.0
LOC_000E8X3.1	h3n2	h1n1pdm	757	1115061.0	1	1473.0
LOC_000E8Y1.1	h3n2	h1n1pdm	757	1115818.0	1	1474.0
LOC_000E8ZZ.1	h3n2	h1n1pdm	757	1116575.0	1	1475.0
LOC_000E90X.1	h3n2	h1n1pdm	757	1116575.0	1	1475.0
LOC_000E91V.1	h3n2	h1n1pdm	757	1116575.0	1	1475.0
LOC_000E92T.1	h3n2	h1n1pdm	757	1116575.0	1	1475.0
LOC_000E9HW.1	h3n2	h1n1pdm	757	1114304.0	1	1472.0
LOC_000E9JU.1	h3n2	h1n1pdm	757	1114304.0	1	1472.0
LOC_000E9KS.1	h3n2	h1n1pdm	757	1115818.0	1	1474.0
LOC_000E9LQ.1	h3n2	h1n1pdm	757	1116575.0	1	1475.0
LOC_000E9MN.1	h3n2	h1n1pdm	757	1116575.0	1	1475.0
LOC_000E9NL.1	h3n2	h1n1pdm	757	1115061.0	1	1473.0
LOC_000E9PJ.1	h3n2	h1n1pdm	757	1114304.0	1	1472.0
LOC_000EAHV.1	h3n2	h1n1pdm	757	1116575.0	1	1475.0
LOC_000EAJT.1	h3n2	h1n1pdm	757	1117332.0	1	1476.0
LOC_000EAKR.1	h3n2	h1n1pdm	757	1116575.0	1	1475.0
LOC_000EALP.1	h3n2	h1n1pdm	757	1116575.0	1	1475.0
LOC_000EAMM.1	h3n2	h1n1pdm	757	1116575.0	1	1475.0
LOC_000EANK.1	h3n2	h1n1pdm	757	1116575.0	1	1475.0
LOC_000EAPH.1	h3n2	h1n1pdm	757	1116575.0	1	1475.0
LOC_000EAQF.1	h3n2	h1n1pdm	757	1116575.0	1	1475.0
LOC_000EARD.1	h3n2	h1n1pdm	757	1116575.0	1	1475.0
LOC_000EASB.1	h3n2	h1n1pdm	757	1116575.0	1	1475.0
LOC_000EAT9.1	h3n2	h1n1pdm	757	1115818.0	1	1474.0
LOC_000EAU7.1	h3n2	h1n1pdm	757	1116575.0	1	1475.0
LOC_000EAV5.1	h3n2	h1n1pdm	757	1116575.0	1	1475.0
LOC_000EAW3.1	h3n2	h1n1pdm	757	1113547.0	1	1471.0
LOC_000EAX1.1	h3n2	h1n1pdm	757	1115818.0	1	1474.0
LOC_000EAYZ.1	h3n2	h1n1pdm	757	1115061.0	1	1473.0
LOC_000EAZX.1	h3n2	h1n1pdm	757	1116575.0	1	1475.0
LOC_000EBYY.1	h3n2	h1n1pdm	757	1116575.0	1	1475.0
LOC_000EBZW.1	h3n2	h1n1pdm	757	1116575.0	1	1475.0
LOC_000EC0U.1	h3n2	h1n1pdm	757	1116575.0	1	1475.0
LOC_000EC1S.1	h3n2	h1n1pdm	757	1116575.0	1	1475.0
LOC_000EC2Q.1	h3n2	h1n1pdm	757	1116575.0	1	1475.0
LOC_000EC3N.1	h3n2	h1n1pdm	757	1116575.0	1	1475.0
LOC_000EC4L.1	h3n2	h1n1pdm	757	1115818.0	1	1474.0
LOC_000EC5J.1	h3n2	h1n1pdm	757	1114304.0	1	1472.0
LOC_000EC6G.1	h3n2	h1n1pdm	757	1116575.0	1	1475.0
LOC_000EC7E.1	h3n2	h1n1pdm	757	1116575.0	1	1475.0
LOC_000EC8C.1	h3n2	h1n1pdm	757	1115818.0	1	1474.0
LOC_000ECA8.1	h3n2	h1n1pdm	757	1116575.0	1	1475.0
LOC_000EFGT.1	h3n2	h1n1pdm	757	1116575.0	1	1475.0
LOC_000EFHQ.1	h3n2	h1n1pdm	757	1114304.0	1	1472.0
LOC_000EFPC.1	h3n2	h1n1pdm	757	1117332.0	1	1476.0
LOC_000EFQA.1	h3n2	h1n1pdm	757	1116575.0	1	1475.0
LOC_000EFR8.1	h3n2	h1n1pdm	757	1115818.0	1	1474.0
LOC_000EFS6.1	h3n2	h1n1pdm	757	1116575.0	1	1475.0
LOC_000EFT4.1	h3n2	h1n1pdm	757	1116575.0	1	1475.0
LOC_000EFU2.1	h3n2	h1n1pdm	757	1116575.0	1	1475.0
LOC_000EFV0.1	h3n2	h1n1pdm	757	1116575.0	1	1475.0
LOC_000EFWY.1	h3n2	h1n1pdm	757	1116575.0	1	1475.0
LOC_000EFXW.1	h3n2	h1n1pdm	757	1116575.0	1	1475.0
LOC_000EH2K.1	h3n2	h1n1pdm	757	1116575.0	1	1475.0
LOC_000EH3H.1	h3n2	h1n1pdm	757	1115061.0	1	1473.0
LOC_000EH4F.1	h3n2	h1n1pdm	757	1116575.0	1	1475.0
LOC_000EH5D.1	h3n2	h1n1pdm	757	1116575.0	1	1475.0
LOC_000EH6B.1	h3n2	h1n1pdm	757	1115818.0	1	1474.0
LOC_000EH79.1	h3n2	h1n1pdm	757	1115818.0	1	1474.0
LOC_000EHS4.1	h3n2	h1n1pdm	757	1115818.0	1	1474.0
LOC_000EHT2.1	h3n2	h1n1pdm	757	1112033.0	1	1469.0
LOC_000EHZQ.1	h3n2	h1n1pdm	757	1115818.0	1	1474.0
LOC_000EJ3G.1	h3n2	h1n1pdm	757	1115818.0	1	1474.0
LOC_000EJ4E.1	h3n2	h1n1pdm	757	1116575.0	1	1475.0
LOC_000EJ5C.1	h3n2	h1n1pdm	757	1114304.0	1	1472.0
LOC_000EJ6A.1	h3n2	h1n1pdm	757	1115818.0	1	1474.0
LOC_000EJ78.1	h3n2	h1n1pdm	757	1116575.0	1	1475.0
LOC_000EJ86.1	h3n2	h1n1pdm	757	1115818.0	1	1474.0
LOC_000EJ94.1	h3n2	h1n1pdm	757	1116575.0	1	1475.0
LOC_000EJA2.1	h3n2	h1n1pdm	757	1115818.0	1	1474.0
LOC_000EK1K.1	h3n2	h1n1pdm	757	1115818.0	1	1474.0
LOC_000EK3F.1	h3n2	h1n1pdm	757	1116575.0	1	1475.0
LOC_000EMDT.1	h3n2	h1n1pdm	757	1116575.0	1	1475.0
LOC_000EMER.1	h3n2	h1n1pdm	757	1116575.0	1	1475.0
LOC_000EMFP.1	h3n2	h1n1pdm	757	1116575.0	1	1475.0
LOC_000EN82.1	h3n2	h1n1pdm	757	1116575.0	1	1475.0
LOC_000EN90.1	h3n2	h1n1pdm	757	1112033.0	1	1469.0
LOC_000ENAY.1	h3n2	h1n1pdm	757	1115061.0	1	1473.0
LOC_000ENBW.1	h3n2	h1n1pdm	757	1116575.0	1	1475.0
LOC_000ENCU.1	h3n2	h1n1pdm	757	1114304.0	1	1472.0
LOC_000ENDS.1	h3n2	h1n1pdm	757	1112033.0	1	1469.0
LOC_000ENEQ.1	h3n2	h1n1pdm	757	1116575.0	1	1475.0
LOC_000ENFN.1	h3n2	h1n1pdm	757	1116575.0	1	1475.0
LOC_000ENGL.1	h3n2	h1n1pdm	757	1116575.0	1	1475.0
LOC_000EQ1E.1	h3n2	h1n1pdm	757	1115061.0	1	1473.0
LOC_000EQ2C.1	h3n2	h1n1pdm	757	1117332.0	1	1476.0
LOC_000EQ3A.1	h3n2	h1n1pdm	757	1116575.0	1	1475.0
LOC_000EQ48.1	h3n2	h1n1pdm	757	1115818.0	1	1474.0
LOC_000EQ56.1	h3n2	h1n1pdm	757	1116575.0	1	1475.0
LOC_000EQ64.1	h3n2	h1n1pdm	757	1116575.0	1	1475.0
LOC_000EQ72.1	h3n2	h1n1pdm	757	1116575.0	1	1475.0
LOC_000EQ80.1	h3n2	h1n1pdm	757	1115818.0	1	1474.0
LOC_000EQ9Y.1	h3n2	h1n1pdm	757	1116575.0	1	1475.0
LOC_000EQAW.1	h3n2	h1n1pdm	757	1113547.0	1	1471.0
LOC_000EQBU.1	h3n2	h1n1pdm	757	1115061.0	1	1473.0
LOC_000EQFL.1	h3n2	h1n1pdm	757	1117332.0	1	1476.0
LOC_000EQGJ.1	h3n2	h1n1pdm	757	1115818.0	1	1474.0
LOC_000EQHF.1	h3n2	h1n1pdm	757	1115818.0	1	1474.0
LOC_000EQJD.1	h3n2	h1n1pdm	757	1116575.0	1	1475.0
LOC_000EQKB.1	h3n2	h1n1pdm	757	1118089.0	1	1477.0
LOC_000EQM7.1	h3n2	h1n1pdm	757	1116575.0	1	1475.0
LOC_000EQP3.1	h3n2	h1n1pdm	757	1116575.0	1	1475.0
LOC_000EQQ1.1	h3n2	h1n1pdm	757	1116575.0	1	1475.0
LOC_000EQRZ.1	h3n2	h1n1pdm	757	1114304.0	1	1472.0
LOC_000EQSX.1	h3n2	h1n1pdm	757	1116575.0	1	1475.0
LOC_000ER8Z.1	h3n2	h1n1pdm	757	1116575.0	1	1475.0
LOC_000ER9X.1	h3n2	h1n1pdm	757	1116575.0	1	1475.0
LOC_000ERBT.1	h3n2	h1n1pdm	757	1115061.0	1	1473.0
LOC_000ERCR.1	h3n2	h1n1pdm	757	1116575.0	1	1475.0
